"lang_id","code","name","percent","official"
734,"SAU","Arabic",,TRUE
735,"SEN","French",,TRUE
736,"SEN","Wolof",,FALSE
737,"SEN","Pular",,FALSE
738,"SEN","Jola",,FALSE
739,"SEN","Mandinka",,FALSE
740,"SEN","Serer",,FALSE
741,"SEN","Soninke",,FALSE
742,"SYC","Seychellois",89.1,TRUE
743,"SYC","English",5.1,TRUE
744,"SYC","French",0.7,TRUE
745,"SYC","Other",3.8,FALSE
746,"SYC","unspecified",1.4,FALSE
747,"SLE","English",,TRUE
748,"SLE","Mende",,FALSE
749,"SLE","Temne",,FALSE
750,"SLE","Krio",10,FALSE
751,"SGP","Mandarin",36.3,TRUE
752,"SGP","English",29.8,TRUE
753,"SGP","Malay",11.9,TRUE
754,"SGP","Hokkien",8.1,FALSE
755,"SGP","Cantonese",4.1,FALSE
756,"SGP","Tamil",3.2,TRUE
757,"SGP","Teochew",3.2,FALSE
758,"SGP","Other Indian",1.2,FALSE
759,"SGP","Other Chinese",1.1,FALSE
760,"SGP","Other",1.1,FALSE
761,"SVK","Slovak",78.6,TRUE
762,"SVK","Hungarian",9.4,FALSE
763,"SVK","Roma",2.3,FALSE
764,"SVK","Ruthenian",1,FALSE
765,"SVK","Other",8.8,FALSE
766,"SVN","Slovenian",91.1,TRUE
767,"SVN","Serbo",4.5,FALSE
768,"SVN","Other",4.4,FALSE
769,"SVN","Italian",,TRUE
770,"SVN","Hungarian",,TRUE
771,"SLB","Melanesian pidgin",,FALSE
772,"SLB","English",1,TRUE
773,"SLB","indigenous",,FALSE
774,"SOM","Somali",,TRUE
775,"SOM","Arabic",,TRUE
776,"SOM","Italian",,FALSE
777,"SOM","English",,FALSE
778,"ZAF","IsiZulu",22.7,TRUE
779,"ZAF","IsiXhosa",16,TRUE
780,"ZAF","Afrikaans",13.5,TRUE
781,"ZAF","English",9.6,TRUE
782,"ZAF","Sepedi",9.1,TRUE
783,"ZAF","Setswana",8,TRUE
784,"ZAF","Sesotho",7.6,TRUE
785,"ZAF","Xitsonga",4.5,TRUE
786,"ZAF","siSwati",2.5,TRUE
787,"ZAF","Tshivenda",2.4,TRUE
788,"ZAF","isiNdebele",2.1,TRUE
789,"ZAF","sign",0.5,FALSE
790,"ZAF","Other",1.6,FALSE
791,"ESP","Castilian Spanish",74,TRUE
792,"ESP","Catalan",17,TRUE
793,"ESP","Galician",7,TRUE
794,"ESP","Basque",2,TRUE
795,"ESP","Aranese",,TRUE
796,"LKA","Sinhala",74,TRUE
797,"LKA","Tamil",18,TRUE
798,"LKA","Other",8,FALSE
799,"SDN","Arabic",,TRUE
800,"SDN","English",,TRUE
801,"SDN","Nubian",,FALSE
802,"SDN","Ta Bedawie",,FALSE
803,"SDN","Fur",,FALSE
804,"SUR","Dutch",,TRUE
805,"SUR","English",,FALSE
806,"SUR","Sranang Tongo",,FALSE
807,"SUR","Caribbean Hindustani",,FALSE
808,"SUR","Javanese",,FALSE
809,"SWZ","English",,TRUE
810,"SWZ","siSwati",,TRUE
811,"SWE","Swedish",,TRUE
812,"CHE","German",63,TRUE
813,"CHE","French",22.7,TRUE
814,"CHE","Italian",8.1,TRUE
815,"CHE","English",4.9,FALSE
816,"CHE","Portuguese",3.7,FALSE
817,"CHE","Albanian",3,FALSE
818,"CHE","Serbo-Croatian",2.4,FALSE
819,"CHE","Spanish",2.2,FALSE
820,"CHE","Romansch",0.5,TRUE
821,"CHE","Other",7.1,FALSE
822,"SYR","Arabic",,TRUE
823,"SYR","Kurdish",,FALSE
824,"SYR","Armenian",,FALSE
825,"SYR","Aramaic",,FALSE
826,"SYR","Circassian",,FALSE
827,"SYR","French",,FALSE
828,"SYR","English",,FALSE
829,"TWN","Mandarin",,TRUE
830,"TWN","Taiwanese",,FALSE
831,"TWN","Hakka",,FALSE
832,"TJK","Tajik",,TRUE
833,"TJK","Russian",,FALSE
834,"TZA","Kiswahili",,TRUE
835,"TZA","English",,TRUE
836,"TZA","Arabic",,FALSE
837,"TZA","many",,FALSE
838,"THA","Thai",90.7,TRUE
839,"THA","Burmese",1.3,FALSE
840,"THA","Other",8,FALSE
841,"TGO","French",,TRUE
842,"TGO","Ewe",,FALSE
843,"TGO","Kabye",,FALSE
844,"TGO","Mina",,FALSE
845,"TGO","Dagomba",,FALSE
846,"TKL","Tokelauan",88.1,FALSE
847,"TKL","English",48.6,FALSE
848,"TKL","Samoan",26.7,FALSE
849,"TKL","Tuvaluan",11.2,FALSE
850,"TKL","Kiribati",1.5,FALSE
851,"TKL","Other",2.8,FALSE
852,"TKL","none",2.8,FALSE
853,"TKL","unspecified",0.8,FALSE
854,"TON","Tongan",,TRUE
855,"TON","English",,TRUE
856,"TON","Other",1.1,FALSE
857,"TON","unspecified",0.03,FALSE
858,"TTO","English",,TRUE
859,"TTO","Caribbean Hindustani",,FALSE
860,"TTO","French",,FALSE
861,"TTO","Spanish",,FALSE
862,"TTO","Chinese",,FALSE
863,"TUN","Arabic",,TRUE
864,"TUN","French",,FALSE
865,"TUN","Berber",,FALSE
866,"TUR","Turkish",,TRUE
867,"TUR","Kurdish",,FALSE
868,"TUR","Other",,FALSE
869,"TKM","Turkmen",72,TRUE
870,"TKM","Russian",12,FALSE
871,"TKM","Uzbek",9,FALSE
872,"TKM","Other",7,FALSE
873,"TCA","English",,TRUE
874,"TUV","Tuvaluan",,TRUE
875,"TUV","English",,TRUE
876,"TUV","Samoan",,FALSE
877,"TUV","Kiribati",,FALSE
878,"UGA","English",,TRUE
879,"UGA","Ganda",,FALSE
880,"UGA","Other",,FALSE
881,"UGA","Nilo",,FALSE
882,"UGA","Swahili",,FALSE
883,"UGA","Arabic",,FALSE
884,"UKR","Ukrainian",67.5,TRUE
885,"UKR","Russian",29.6,FALSE
886,"UKR","Other",2.9,FALSE
887,"ARE","Arabic",,TRUE
888,"ARE","Persian",,FALSE
889,"ARE","English",,FALSE
890,"ARE","Hindi",,FALSE
891,"ARE","Urdu",,FALSE
892,"GBR","English",,FALSE
893,"USA","English",79.2,FALSE
894,"USA","Spanish",12.9,FALSE
895,"USA","Other",8,FALSE
896,"URY","Spanish",,TRUE
897,"URY","Portunol",,FALSE
898,"URY","Brazilero",,FALSE
899,"UZB","Uzbek",74.3,TRUE
900,"UZB","Russian",14.2,FALSE
901,"UZB","Tajik",4.4,FALSE
902,"UZB","Other",7.1,FALSE
903,"VUT","Tribal Languages",63.2,FALSE
904,"VUT","Bislama",33.7,TRUE
905,"VUT","English",2,TRUE
906,"VUT","French",0.6,TRUE
907,"VUT","Other",0.5,FALSE
908,"VEN","Spanish",,TRUE
909,"VEN","indigenous",,FALSE
910,"VNM","Vietnamese",,TRUE
911,"VNM","English",,FALSE
912,"VNM","Other",,FALSE
913,"WLF","Wallisian",58.9,FALSE
914,"WLF","Futunian",30.1,FALSE
915,"WLF","French",10.8,TRUE
916,"WLF","Other",0.2,FALSE
917,"ESH","Standard",,FALSE
918,"ESH","Hassaniya",,FALSE
919,"ESH","Moroccan",,FALSE
920,"YEM","Arabic",,TRUE
921,"ZMB","Bembe",33.4,FALSE
922,"ZMB","Nyanja",14.7,FALSE
923,"ZMB","Tonga",11.4,FALSE
924,"ZMB","Lozi",5.5,FALSE
925,"ZMB","Chewa",4.5,FALSE
926,"ZMB","Nsenga",2.9,FALSE
927,"ZMB","Tumbuka",2.5,FALSE
928,"ZMB","Lunda",1.9,FALSE
929,"ZMB","Kaonde",1.8,FALSE
930,"ZMB","Lala",1.8,FALSE
931,"ZMB","Lamba",1.8,FALSE
932,"ZMB","English",1.7,TRUE
933,"ZMB","Luvale",1.5,FALSE
934,"ZMB","Mambwe",1.3,FALSE
935,"ZMB","Namwanga",1.2,FALSE
936,"ZMB","Lenje",1.1,FALSE
937,"ZMB","Bisa",1,FALSE
938,"ZMB","Other",9.7,FALSE
939,"ZMB","unspecified",0.2,FALSE
940,"ZWE","Shona",,TRUE
941,"ZWE","Ndebele",,TRUE
942,"ZWE","English",,TRUE
943,"ZWE","Chewa",,TRUE
944,"ZWE","Chibarwe",,TRUE
945,"ZWE","Kalanga",,TRUE
946,"ZWE","Koisan",,TRUE
947,"ZWE","Nambya",,TRUE
948,"ZWE","Ndau",,TRUE
949,"ZWE","Shangani",,TRUE
950,"ZWE","sign",,TRUE
951,"ZWE","Sotho",,TRUE
952,"ZWE","Tonga",,TRUE
953,"ZWE","Tswana",,TRUE
954,"ZWE","Venda",,TRUE
955,"ZWE","Xhosa",,TRUE
